Date,beta_1,beta_2,beta_3,beta_4,beta_5,SP500
07-may-98,0.00241402,0.14218878,0.002826916,0.002062063,0.001657093,0.035361471
08-may-98,0.002599324,0.134065337,0.002669809,0.002056172,0.001521053,0.043088186
11-may-98,0.0023154,0.09278704,0.002714058,0.002104967,0.001808907,0.031024262
12-may-98,0.002059474,0.089632404,0.002470516,0.001908241,0.001702651,0.031188356
13-may-98,0.001858345,0.072411551,0.002478213,0.002303121,0.00158333,0.024379667
14-may-98,0.001714218,0.062048454,0.0022645,0.002079915,0.001443601,0.022353209
15-may-98,0.001628038,0.054043511,0.002300972,0.001884222,0.001320714,0.02335669
18-may-98,0.001544775,0.052642481,0.002336358,0.001867064,0.001280578,0.029529538
19-may-98,0.001668717,0.072974416,0.002131195,0.001739622,0.001284843,0.030932195
20-may-98,0.002225327,0.052508158,0.002685373,0.001736901,0.001275771,0.027036914
21-may-98,0.001956221,0.042632932,0.00250722,0.001674701,0.001238966,0.020747489
22-may-98,0.00219109,0.036569625,0.002278718,0.001959351,0.001537976,0.023590336
26-may-98,0.001913397,0.030501663,0.002078078,0.001826728,0.001437204,0.025846879
27-may-98,0.002275788,0.140139739,0.002062707,0.00179604,0.001970277,0.039985212
28-may-98,0.00275677,0.127280655,0.002184496,0.002304356,0.002019926,0.039522028
29-may-98,0.002359089,0.088468171,0.002009721,0.002096679,0.001872742,0.03290961
01-jun-98,0.002283536,0.114930359,0.002087911,0.002036517,0.001788663,0.037404479
02-jun-98,0.002117186,0.142361999,0.002102602,0.001984678,0.001698878,0.035789858
03-jun-98,0.002537392,0.107792192,0.002373382,0.002091938,0.001562036,0.032624721
04-jun-98,0.002843681,0.156732507,0.002869358,0.001941319,0.00203556,0.041335944
05-jun-98,0.003623415,0.107047625,0.002810215,0.001765655,0.002254675,0.030298204
08-jun-98,0.002944017,0.074885055,0.002643604,0.001641669,0.002869716,0.019462757
09-jun-98,0.003075748,0.107652628,0.00248802,0.001745492,0.002662944,0.019043906
10-jun-98,0.002580629,0.099681812,0.002277647,0.001805513,0.002396649,0.018220019
11-jun-98,0.002246229,0.114488682,0.002076276,0.001718199,0.002306299,0.022996806
12-jun-98,0.002664414,0.13773157,0.002253044,0.001608665,0.002581211,0.038410775
15-jun-98,0.002437182,0.128789575,0.002063224,0.001644888,0.002353353,0.033493042
16-jun-98,0.002598977,0.254522176,0.002011639,0.001591858,0.00241668,0.055942241
17-jun-98,0.002866491,0.191847699,0.001949961,0.001497612,0.002188163,0.043038221
18-jun-98,0.002505447,0.136770138,0.002404032,0.001698601,0.002260155,0.028375783
19-jun-98,0.002377502,0.107464867,0.002242131,0.001603394,0.002335724,0.028590984
22-jun-98,0.002343979,0.089945694,0.002044928,0.001561996,0.002111333,0.032564958
23-jun-98,0.002103216,0.077499389,0.002408635,0.001486115,0.001919099,0.029676982
24-jun-98,0.001893446,0.055491613,0.002452217,0.00138382,0.001747885,0.020089985
25-jun-98,0.001896103,0.047075434,0.002654094,0.001301689,0.001902508,0.014585992
26-jun-98,0.001760343,0.044784858,0.003192755,0.00126817,0.001880427,0.017490892
29-jun-98,0.001570834,0.034584012,0.003027679,0.001396079,0.001717698,0.015861035
30-jun-98,0.001521705,0.03818407,0.002783397,0.001305882,0.001565685,0.014114813
01-jul-98,0.001439611,0.047700503,0.002762782,0.001235336,0.001871164,0.017588333
02-jul-98,0.001366988,0.036744336,0.003048537,0.001175197,0.001758681,0.012227302
06-jul-98,0.001254115,0.02935656,0.002865767,0.001140639,0.001629266,0.013857828
07-jul-98,0.001864704,0.054358068,0.003046961,0.001113428,0.001589211,0.010746037
08-jul-98,0.001636685,0.05852159,0.002986007,0.001077552,0.001448234,0.013149771
09-jul-98,0.002144489,0.044126473,0.003671025,0.001743984,0.00132428,0.009846054
10-jul-98,0.001819571,0.045806157,0.003491657,0.001695069,0.0012528,0.014650232
13-jul-98,0.001617421,0.045656737,0.003311643,0.001579936,0.001430115,0.012671524
14-jul-98,0.001463029,0.049654203,0.002991858,0.001462823,0.001451134,0.013141664
15-jul-98,0.00132652,0.040864481,0.002740208,0.001583912,0.00133516,0.009867459
16-jul-98,0.001251908,0.039531244,0.002535909,0.001465417,0.001231629,0.012186456
17-jul-98,0.001149847,0.030712086,0.002347193,0.001403748,0.001152791,0.009679121
20-jul-98,0.001069167,0.027066333,0.002173267,0.001343286,0.00107406,0.009567666
21-jul-98,0.001027969,0.033466074,0.002162492,0.00184654,0.000997378,0.011627011
22-jul-98,0.00109483,0.11626044,0.002053282,0.001774601,0.001922062,0.024770895
23-jul-98,0.001413286,0.102169275,0.001956063,0.002124011,0.001903669,0.024841068
24-jul-98,0.001594264,0.186797014,0.001861687,0.002087392,0.002043231,0.046596211
27-jul-98,0.001736883,0.168760476,0.00189569,0.001908701,0.001850109,0.04274443
28-jul-98,0.001768604,0.157419787,0.001846675,0.001882954,0.00167784,0.03564516
29-jul-98,0.002199364,0.188216699,0.001812661,0.001740589,0.001598499,0.051040028
30-jul-98,0.002251692,0.165603961,0.001922221,0.001774381,0.001544338,0.052947174
31-jul-98,0.002047008,0.114168373,0.002158816,0.001740078,0.001478499,0.036060164
03-Aug-1998,0.002025732,0.180906277,0.001987271,0.001654796,0.001352272,0.057814022
04-Aug-1998,0.002157166,0.215813887,0.001908612,0.00227464,0.001240142,0.063180727
05-Aug-1998,0.002873641,0.466887665,0.001768373,0.002488302,0.001145952,0.122479573
06-Aug-1998,0.003242332,0.354295806,0.001643588,0.002286902,0.001141116,0.09809407
07-Aug-1998,0.003329052,0.253925059,0.00214565,0.002081034,0.001054246,0.07935608
10-Aug-1998,0.002983555,0.198678423,0.00197579,0.001903347,0.000984246,0.073156731
11-Aug-1998,0.003133851,0.284164006,0.00186235,0.001891762,0.000934572,0.076127571
12-Aug-1998,0.003646492,0.381438995,0.002116291,0.001906303,0.001259172,0.09118682
13-Aug-1998,0.003470687,0.272529637,0.00198227,0.002557047,0.001204916,0.067384252
14-Aug-1998,0.003413099,0.301030344,0.002233138,0.002297855,0.001400647,0.075695993
17-Aug-1998,0.004249747,0.408640334,0.004164379,0.002814443,0.001528693,0.089013328
18-Aug-1998,0.003872796,0.314428297,0.004007534,0.002670643,0.001401452,0.062263026
19-Aug-1998,0.003420777,0.209768528,0.003697149,0.002475658,0.002441422,0.04431955
20-Aug-1998,0.003757276,0.214221255,0.003335801,0.002345536,0.002197619,0.046611752
21-Aug-1998,0.003432575,0.252048606,0.00325048,0.002156644,0.003071916,0.052547454
24-Aug-1998,0.00482902,0.335530304,0.002985733,0.002486427,0.002774193,0.06379526
25-Aug-1998,0.004324428,0.265321768,0.002763849,0.002349607,0.002514683,0.054812166
26-Aug-1998,0.003834683,0.205220112,0.003228391,0.002143132,0.002335512,0.049050494
27-Aug-1998,0.00375473,0.22361735,0.003109502,0.002319963,0.002184493,0.057906651
28-Aug-1998,0.00966944,0.695820779,0.003181793,0.002098667,0.001996708,0.125204043
31-Aug-1998,0.015954575,0.645528502,0.002884691,0.002255388,0.002435869,0.146160296
01-sep-98,0.017180843,1.079726302,0.002720711,0.002071922,0.002868005,0.334358707
02-sep-98,0.013383466,0.708347852,0.002466802,0.0019109,0.002998971,0.217623652
03-sep-98,0.011428753,0.642029698,0.002913577,0.001773298,0.003515988,0.205809275
04-sep-98,0.013593702,0.765690625,0.002680618,0.001673032,0.003169172,0.207797113
08-sep-98,0.011929485,0.739972932,0.003086201,0.001564019,0.003519167,0.210633265
09-sep-98,0.016692618,0.50972718,0.002792076,0.00162781,0.005043734,0.12091088
10-sep-98,0.013166747,0.668101814,0.003286937,0.001550765,0.010723133,0.146559912
11-sep-98,0.024262248,0.919658988,0.003315093,0.001461078,0.010319999,0.1966636
14-sep-98,0.020873846,0.739950476,0.003455892,0.00141493,0.012656296,0.134950216
15-sep-98,0.017927809,0.521375123,0.003146624,0.001661851,0.011592714,0.098190108
16-sep-98,0.014788243,0.442577511,0.002873755,0.001676857,0.010351202,0.084082906
17-sep-98,0.011561944,0.36796625,0.002632476,0.001553652,0.009152474,0.07248082
18-sep-98,0.01175166,0.583129113,0.002398129,0.001836108,0.008957544,0.115296763
21-sep-98,0.011466108,0.504909236,0.002184141,0.00185181,0.00794116,0.108868197
22-sep-98,0.009919153,0.496352446,0.002025948,0.002144338,0.007191479,0.100336133
23-sep-98,0.016806809,0.331908584,0.001856029,0.001956374,0.00639631,0.089342013
24-sep-98,0.014783,0.238662204,0.001727827,0.002167928,0.005893205,0.05475172
25-sep-98,0.018780598,0.414549534,0.001611249,0.001992146,0.005370395,0.087116552
28-sep-98,0.014707031,0.398037495,0.001514302,0.001930865,0.005010848,0.081696698
29-sep-98,0.011663523,0.378019215,0.001884037,0.00175662,0.004603731,0.074820121
30-sep-98,0.009736524,0.364008515,0.001760142,0.001670399,0.004362096,0.073575541
01-oct-98,0.015468569,0.57386802,0.00163143,0.001579885,0.003896548,0.127779825
02-oct-98,0.017542456,0.732467408,0.001634735,0.001481139,0.003820043,0.187730429
05-oct-98,0.013944727,0.542764497,0.001615864,0.00190916,0.003489932,0.145588563
06-oct-98,0.014579647,0.598957524,0.001668833,0.001754626,0.003282727,0.16723418
07-oct-98,0.012192891,0.508078732,0.00185199,0.001769501,0.003285111,0.165575313
08-oct-98,0.012812778,0.67734481,0.002008224,0.0057969,0.004620491,0.188456587
09-oct-98,0.03409961,0.58051459,0.001877072,0.005277764,0.004511613,0.205248191
12-oct-98,0.041253568,0.479511474,0.001732277,0.004577374,0.004018233,0.147782414
13-oct-98,0.03132119,0.363708856,0.001666598,0.004067996,0.003589536,0.119558823
14-oct-98,0.024184326,0.330466249,0.001562312,0.003596889,0.003366355,0.121303837
15-oct-98,0.018729283,0.260867324,0.001803886,0.003170782,0.003570561,0.101815427
16-oct-98,0.016285463,0.188940593,0.001731379,0.003570176,0.004546132,0.061054683
19-oct-98,0.014647374,0.200488192,0.002062729,0.003457292,0.006011998,0.053624566
20-oct-98,0.015153611,0.18085881,0.001940266,0.003046236,0.005673011,0.049363047
21-oct-98,0.017652472,0.190214987,0.001790485,0.002845828,0.005041788,0.049148472
22-oct-98,0.014802775,0.249487581,0.001891618,0.002675567,0.004529456,0.045538694
23-oct-98,0.013704124,0.210125885,0.001772906,0.002421436,0.004376762,0.039844724
26-oct-98,0.010837154,0.218660602,0.001813463,0.002239144,0.004447143,0.049545596
27-oct-98,0.008524916,0.190098754,0.001809774,0.002125122,0.0039616,0.0485911
28-oct-98,0.007116758,0.195187811,0.001928942,0.001982208,0.003754044,0.056732875
29-oct-98,0.007072451,0.156210307,0.002006242,0.001919292,0.003541733,0.053579696
30-oct-98,0.005707813,0.114370212,0.002037735,0.002023801,0.004615002,0.038164152
02-nov-98,0.008987349,0.101303229,0.001877775,0.001871428,0.004109199,0.029613474
03-nov-98,0.008228659,0.086853843,0.001802108,0.001727667,0.004180516,0.023061011
04-nov-98,0.00647884,0.126491944,0.002105906,0.001607838,0.004329627,0.025793524
05-nov-98,0.007986609,0.137085397,0.001961084,0.001485091,0.003872866,0.022909607
06-nov-98,0.01336551,0.144180356,0.00179736,0.001380887,0.003888225,0.017675894
09-nov-98,0.011977313,0.141442909,0.001663771,0.001770071,0.003488585,0.01635858
10-nov-98,0.011020896,0.205343925,0.001692843,0.001673357,0.003244577,0.026299136
11-nov-98,0.008438785,0.218690889,0.001871004,0.00162577,0.003671952,0.029448878
12-nov-98,0.006709136,0.259129937,0.002215772,0.002095906,0.003525994,0.036996296
13-nov-98,0.00549241,0.295876502,0.002219621,0.001895856,0.003419514,0.04090253
16-nov-98,0.005193854,0.240759121,0.002264837,0.001776555,0.003058038,0.035425656
17-nov-98,0.004853011,0.203623064,0.002082086,0.001808889,0.002743057,0.030052266
18-nov-98,0.004089392,0.159685138,0.002021364,0.001693753,0.002463424,0.029261166
19-nov-98,0.004067789,0.13082351,0.001880133,0.001806635,0.002265948,0.027113295
20-nov-98,0.004140272,0.098786795,0.001726103,0.001692817,0.002043464,0.023226667
23-nov-98,0.003367653,0.072944526,0.001638554,0.001779138,0.002024597,0.018238866
24-nov-98,0.002779089,0.054678532,0.001772433,0.001701612,0.00236449,0.012412527
25-nov-98,0.00332013,0.080103175,0.001658289,0.001575217,0.002291914,0.017171462
27-nov-98,0.003479295,0.060673335,0.001872234,0.001461479,0.00207875,0.016656072
30-nov-98,0.002870658,0.053229522,0.001755939,0.001386479,0.001887886,0.015507573
01-Dec-1998,0.003641847,0.191775951,0.001694898,0.001606427,0.001973505,0.040606494
02-Dec-1998,0.004870184,0.137504333,0.001637949,0.001484907,0.001854766,0.031512502
03-Dec-1998,0.003990307,0.142754615,0.001537713,0.001407206,0.001718579,0.034655527
04-Dec-1998,0.00393488,0.254463984,0.001822886,0.001585714,0.001593062,0.055657462
07-Dec-1998,0.003544535,0.171508618,0.001677122,0.00268181,0.001543731,0.034828574
08-Dec-1998,0.004005147,0.168579495,0.001547268,0.00239454,0.00140963,0.027649964
09-Dec-1998,0.003391791,0.193138933,0.001647183,0.002226779,0.001428935,0.032969068
10-Dec-1998,0.003124883,0.218342505,0.001591585,0.003474327,0.001880314,0.03208612
11-Dec-1998,0.003188198,0.259534099,0.001529665,0.003180394,0.002065697,0.049668674
14-Dec-1998,0.003178821,0.293560534,0.001866542,0.002809719,0.002110352,0.047408643
15-Dec-1998,0.003145967,0.481762598,0.001761221,0.002570095,0.002138897,0.076677889
16-Dec-1998,0.003026532,0.370662748,0.001764074,0.002444631,0.00208776,0.053493144
17-Dec-1998,0.00304358,0.347789336,0.00238698,0.002189576,0.001887617,0.053477332
18-Dec-1998,0.002880267,0.25298879,0.002202188,0.002060521,0.001711419,0.038928455
21-Dec-1998,0.002644459,0.171772175,0.002147227,0.002160249,0.00155652,0.032888992
22-Dec-1998,0.002639753,0.121889607,0.001985996,0.002073983,0.001925832,0.024434906
23-Dec-1998,0.002352291,0.091796478,0.001855892,0.001877237,0.001744483,0.024505593
24-Dec-1998,0.002442098,0.068715179,0.001711279,0.002535757,0.001994748,0.015337533
28-Dec-1998,0.003016788,0.090688459,0.002111583,0.002698103,0.001839021,0.017866938
29-Dec-1998,0.002645503,0.173757934,0.002007656,0.002536662,0.001956819,0.020122042
30-Dec-1998,0.002386856,0.121060353,0.001839192,0.002352447,0.001845296,0.014889556
31-Dec-1998,0.004063727,0.138899462,0.001745835,0.002170715,0.001688553,0.022485575
04-Jan-1999,0.003370549,0.135890205,0.001610482,0.002083944,0.001567541,0.025173548
05-Jan-1999,0.003132493,0.195095661,0.001629422,0.002128133,0.001807385,0.027375294
06-Jan-1999,0.002754899,0.142862202,0.001749767,0.002153917,0.001718489,0.020400493
07-Jan-1999,0.005668293,0.189068105,0.001946228,0.002407886,0.00176916,0.014889747
08-Jan-1999,0.008806783,0.191336162,0.001887558,0.002304662,0.001805107,0.019437315
11-Jan-1999,0.009562194,0.156295561,0.001785939,0.002412552,0.001873965,0.018907921
12-Jan-1999,0.007922984,0.226679635,0.001867171,0.002472595,0.001727052,0.028464684
13-Jan-1999,0.011422738,0.264689221,0.001797206,0.002236885,0.001966202,0.051262717
14-Jan-1999,0.010090622,0.368759017,0.001663863,0.002111951,0.002626333,0.056224532
15-Jan-1999,0.01162953,0.470414041,0.001612682,0.001983438,0.002493444,0.081799066
19-Jan-1999,0.009383464,0.315149956,0.002156097,0.002979181,0.002243397,0.053159217
20-Jan-1999,0.007548544,0.290405529,0.00196912,0.002657535,0.002024711,0.046096613
21-Jan-1999,0.006305073,0.23259505,0.002396099,0.00237359,0.001945108,0.042668845
22-Jan-1999,0.008707124,0.314395207,0.00218185,0.002354211,0.002699337,0.065065977
25-Jan-1999,0.007433563,0.310141463,0.002165048,0.002305124,0.002484968,0.074320415
26-Jan-1999,0.006165625,0.255099062,0.002599546,0.002081869,0.002282948,0.063273393
27-Jan-1999,0.005134877,0.175159725,0.002927442,0.001921369,0.002430396,0.046986379
28-Jan-1999,0.004684768,0.180931369,0.002710974,0.001756268,0.002938197,0.055360383
29-Jan-1999,0.004494288,0.144515565,0.003318037,0.001650943,0.003770429,0.039360577
01-feb-99,0.00414995,0.106388508,0.003094229,0.001671698,0.003499874,0.031171025
02-feb-99,0.003838612,0.131168363,0.002797851,0.001991472,0.003144397,0.037659472
03-feb-99,0.003828755,0.12853396,0.002611993,0.001815478,0.002833698,0.047469837
04-feb-99,0.003435052,0.104295351,0.002845254,0.001723107,0.002591727,0.03969269
05-feb-99,0.003539721,0.153490964,0.003994103,0.001585487,0.002330368,0.062800907
08-feb-99,0.003663397,0.144954782,0.003594304,0.001639871,0.002642138,0.06971437
09-feb-99,0.003572508,0.169091691,0.003323315,0.001543139,0.002604644,0.062795394
10-feb-99,0.004884439,0.208399066,0.003131751,0.001729894,0.00239246,0.094593707
11-feb-99,0.004423791,0.194437865,0.003177006,0.001604392,0.002248826,0.08081263
12-feb-99,0.004218633,0.131699997,0.003514933,0.001519475,0.002816007,0.052196441
16-feb-99,0.004430373,0.197589151,0.003558825,0.001576462,0.002788942,0.077562989
17-feb-99,0.004216208,0.183388338,0.003621481,0.001935151,0.002650732,0.062886087
18-feb-99,0.004044708,0.216899717,0.003342693,0.00236661,0.002398571,0.081256784
19-feb-99,0.004330102,0.198576628,0.003747896,0.002240291,0.002162628,0.064741015
22-feb-99,0.003921361,0.145756496,0.003436214,0.002017968,0.002003077,0.060348896
23-feb-99,0.006118206,0.100466996,0.003109257,0.002297249,0.001968445,0.037431361
24-feb-99,0.005189804,0.105541601,0.002949657,0.00206542,0.00207424,0.038272584
25-feb-99,0.004778702,0.165839999,0.002708898,0.001878894,0.002575532,0.054166779
26-feb-99,0.004123442,0.18571433,0.002699889,0.001763871,0.002364947,0.060328186
01-mar-99,0.004097041,0.161418898,0.002448597,0.00176167,0.002174049,0.064195362
02-mar-99,0.003648784,0.166663034,0.003333304,0.001618336,0.002160093,0.063313913
03-mar-99,0.003510749,0.196339877,0.003633074,0.001606442,0.001950811,0.071799468
04-mar-99,0.00331817,0.184412218,0.004013088,0.001512036,0.001778641,0.065933631
05-mar-99,0.003015327,0.125491423,0.003605591,0.001618165,0.001618324,0.047372043
08-mar-99,0.002672098,0.092586021,0.003259278,0.001766307,0.001559473,0.029729382
09-mar-99,0.003570029,0.115237731,0.0029428,0.001674996,0.001514413,0.026221902
10-mar-99,0.003263745,0.117246492,0.002886032,0.001572075,0.001698967,0.029142582
11-mar-99,0.003013607,0.12789894,0.002878962,0.00149425,0.001631873,0.026241115
12-mar-99,0.002749727,0.10645741,0.003704435,0.001408824,0.002291329,0.022237858
15-mar-99,0.003274723,0.104727044,0.003599085,0.001316625,0.002580296,0.026016502
16-mar-99,0.002984425,0.095799957,0.003525597,0.001250738,0.002477672,0.021756032
17-mar-99,0.003090582,0.079945652,0.003229804,0.001207436,0.002425699,0.02431711
18-mar-99,0.002964951,0.0843446,0.002965625,0.001165326,0.002400858,0.031528743
19-mar-99,0.002669625,0.062188742,0.002691367,0.001111401,0.002272988,0.023246004
22-mar-99,0.002481335,0.066698524,0.002599625,0.001073093,0.003442025,0.036554477
23-mar-99,0.002890175,0.062913353,0.003007316,0.001090467,0.003279425,0.037928147
24-mar-99,0.004005274,0.142508021,0.003290763,0.001200567,0.00372805,0.073432716
25-mar-99,0.003518058,0.11271826,0.003706565,0.001487021,0.003334641,0.062583772
26-mar-99,0.003982109,0.078442355,0.003477547,0.002184049,0.00319779,0.043112707
29-mar-99,0.004043327,0.062709661,0.003378002,0.001969958,0.002939664,0.047311934
30-mar-99,0.004028533,0.061518423,0.003273901,0.001790306,0.00265694,0.030490173
31-mar-99,0.003386418,0.045117473,0.003769445,0.001738327,0.002567762,0.036667947
01-Apr-1999,0.003160246,0.051319433,0.004098682,0.001857441,0.002464804,0.047141096
05-Apr-1999,0.002775364,0.038656841,0.003949437,0.001813538,0.00223799,0.039045103
06-Apr-1999,0.003511549,0.0414221,0.004234759,0.001663046,0.003092762,0.024657381
07-Apr-1999,0.002969451,0.048074678,0.003938469,0.001773976,0.002771631,0.027027979
08-Apr-1999,0.00291593,0.040969776,0.003660402,0.001821174,0.002551106,0.02275663
09-Apr-1999,0.002704805,0.043962178,0.003296133,0.001666762,0.002320902,0.017140356
12-Apr-1999,0.003722122,0.051200415,0.002980676,0.001667639,0.002095675,0.01692415
13-Apr-1999,0.003090585,0.051415064,0.002769339,0.001767673,0.001895028,0.014861234
14-Apr-1999,0.002986296,0.060007214,0.002604875,0.001619043,0.001917168,0.021266356
15-Apr-1999,0.002758701,0.124488762,0.002395118,0.001531329,0.002429418,0.03750643
16-Apr-1999,0.002777047,0.09482159,0.002277137,0.001484582,0.002199885,0.04067245
19-Apr-1999,0.002526769,0.090185244,0.003173184,0.001526696,0.002066468,0.042260198
20-Apr-1999,0.003063198,0.165466763,0.006505275,0.001895466,0.002007323,0.070276958
21-Apr-1999,0.002990018,0.121017093,0.00623229,0.001779232,0.001839786,0.051986709
22-Apr-1999,0.002810751,0.084188115,0.006016155,0.001964435,0.002278475,0.032371695
23-Apr-1999,0.00246436,0.063551605,0.005372563,0.002213821,0.002056677,0.021910252
26-Apr-1999,0.002656833,0.055943317,0.005078271,0.002149442,0.001904373,0.023853862
27-Apr-1999,0.00240733,0.059213902,0.004876023,0.001969852,0.001829644,0.023084961
28-Apr-1999,0.003019889,0.045173097,0.004456067,0.00190727,0.001732769,0.022499673
29-Apr-1999,0.00280115,0.079767825,0.004193875,0.001912088,0.002581806,0.031053513
30-Apr-1999,0.002680952,0.113844617,0.005624839,0.001919797,0.002591416,0.036930168
03-may-99,0.002789585,0.099889265,0.005851615,0.001747423,0.00256554,0.042007239
04-may-99,0.002702076,0.079219295,0.005278168,0.001603743,0.002637508,0.029974258
05-may-99,0.002642735,0.116506716,0.006087755,0.001585896,0.002392016,0.048143155
06-may-99,0.002460563,0.099108539,0.006106327,0.001496762,0.002339323,0.036570908
07-may-99,0.002500956,0.16386704,0.006550243,0.001440911,0.002107793,0.04892302
10-may-99,0.002789319,0.112783593,0.006536284,0.001389041,0.001905898,0.038451369
11-may-99,0.003012575,0.164258157,0.005954461,0.001746349,0.00175259,0.041875826
12-may-99,0.002773702,0.14352485,0.006810597,0.001751582,0.002059427,0.032559911
13-may-99,0.003391734,0.104720103,0.006079582,0.001629618,0.00234913,0.02852254
14-may-99,0.003074168,0.079267303,0.005545276,0.001571602,0.002191407,0.027396556
17-may-99,0.002967624,0.163158503,0.006321462,0.001581301,0.003118502,0.052804366
18-may-99,0.002804596,0.166757141,0.005665753,0.001463596,0.002805677,0.049793176
19-may-99,0.003558587,0.131724237,0.005874686,0.001719129,0.002687792,0.053331196
20-may-99,0.003414965,0.090834558,0.005245712,0.001648896,0.002415011,0.042869492
21-may-99,0.003106983,0.075790897,0.004700867,0.001519027,0.002432561,0.045364594
24-may-99,0.003094254,0.062375296,0.00428936,0.001414445,0.002200172,0.05012673
25-may-99,0.003129367,0.170418575,0.004506598,0.002072583,0.002753741,0.071571401
26-may-99,0.003082989,0.218677242,0.005126832,0.002167692,0.002637863,0.092709279
27-may-99,0.002904422,0.155822504,0.005175813,0.002022937,0.002733222,0.066505922
28-may-99,0.003986835,0.143448673,0.006896245,0.001860245,0.002454134,0.088598637
01-jun-99,0.003421004,0.098550372,0.007918312,0.001711126,0.002408518,0.062738424
02-jun-99,0.003237225,0.117545354,0.007131548,0.001764972,0.002574448,0.066291432
03-jun-99,0.003050585,0.094739683,0.006607587,0.00162907,0.002331864,0.061418757
04-jun-99,0.002873005,0.094345673,0.006525561,0.001509821,0.002199218,0.053883855
07-jun-99,0.002745085,0.083901316,0.00629763,0.001422923,0.002022614,0.033923512
08-jun-99,0.002696987,0.088410705,0.006216522,0.001526666,0.001830174,0.029398201
09-jun-99,0.002710792,0.094935405,0.007002145,0.001437463,0.001660837,0.04215356
10-jun-99,0.002458115,0.095118899,0.006267812,0.001341555,0.002326113,0.039680301
11-jun-99,0.004598124,0.10025248,0.006115451,0.001305349,0.00209631,0.051984906
14-jun-99,0.003900362,0.110098082,0.005484486,0.001293195,0.002120731,0.05773746
15-jun-99,0.003467716,0.120343613,0.004919811,0.001606703,0.001921504,0.054587235
16-jun-99,0.003096796,0.098891812,0.004699161,0.0020251,0.00174292,0.046463228
17-jun-99,0.002648522,0.08784619,0.005541088,0.001876006,0.001643624,0.028779553
18-jun-99,0.003026492,0.068292949,0.005172514,0.001718604,0.001608323,0.023440861
21-jun-99,0.002839942,0.058552496,0.004753205,0.001622406,0.001471513,0.022232383
22-jun-99,0.00259655,0.061372018,0.00474425,0.001628002,0.001438827,0.019892208
23-jun-99,0.002294461,0.061016003,0.004496825,0.001502405,0.001350804,0.028266961
24-jun-99,0.002108424,0.053849319,0.004936113,0.001473079,0.001450169,0.029380113
25-jun-99,0.002229908,0.087135774,0.00523997,0.001496845,0.001453117,0.041796501
28-jun-99,0.002192194,0.063180109,0.004714827,0.001391469,0.001351296,0.039654681
29-jun-99,0.003158112,0.101685444,0.004231528,0.001395588,0.001239636,0.029025324
30-jun-99,0.003480828,0.114634545,0.005247694,0.001471555,0.001279164,0.020527706
01-jul-99,0.004065978,0.085864412,0.004729672,0.001388916,0.001179482,0.014393036
02-jul-99,0.004101733,0.061431842,0.004270301,0.001396958,0.001844843,0.012655568
06-jul-99,0.003321732,0.045094686,0.003977672,0.001306709,0.001970467,0.010506645
07-jul-99,0.010864161,0.213072724,0.003683275,0.001241431,0.001804213,0.013612788
08-jul-99,0.013238883,0.144250518,0.003924573,0.001265194,0.001921266,0.011941932
09-jul-99,0.009643773,0.122453534,0.00396006,0.001240645,0.001759901,0.013567604
12-jul-99,0.007083224,0.09837403,0.003593907,0.001208832,0.001662856,0.011465023
13-jul-99,0.005310681,0.107967848,0.003403836,0.001149899,0.001572623,0.014257066
14-jul-99,0.004345938,0.107412891,0.003069135,0.001101385,0.001586916,0.017588152
15-jul-99,0.003408721,0.096225881,0.002782422,0.001098772,0.001452416,0.016182555
16-jul-99,0.002796792,0.075838363,0.002541448,0.001057819,0.001328692,0.012913712
19-jul-99,0.002328366,0.054354404,0.002351062,0.001309019,0.001384749,0.010748224
20-jul-99,0.001975495,0.0838465,0.002432493,0.001302713,0.001299359,0.016679926
21-jul-99,0.002971048,0.165056081,0.002259073,0.001295982,0.002624362,0.037731595
22-jul-99,0.003453124,0.135042963,0.002990338,0.001240462,0.002401903,0.034471602
23-jul-99,0.004579243,0.141584093,0.003099905,0.001574312,0.002188253,0.047370443
26-jul-99,0.00424174,0.133538103,0.003168477,0.001560198,0.001976919,0.047754701
27-jul-99,0.004514015,0.157767598,0.003314772,0.001593038,0.001790494,0.053047278
28-jul-99,0.003763697,0.118543957,0.004973279,0.001644594,0.00163904,0.039699371
29-jul-99,0.003254452,0.093940597,0.004472111,0.001749321,0.001564197,0.036424791
30-jul-99,0.004482714,0.114203708,0.004189255,0.001665076,0.001438047,0.056117736
02-Aug-1999,0.004667178,0.097393944,0.004452552,0.001698468,0.001500716,0.063782232
03-Aug-1999,0.003953232,0.127485779,0.004814292,0.00163284,0.001373518,0.060180057
04-Aug-1999,0.003533106,0.135485479,0.004327243,0.001604264,0.001274853,0.06199641
05-Aug-1999,0.00323817,0.175331009,0.004328993,0.001526857,0.001188052,0.075759364
06-Aug-1999,0.002960436,0.143702795,0.004169252,0.002684924,0.001122413,0.062801219
09-Aug-1999,0.003170477,0.120502683,0.004014609,0.002543465,0.00107703,0.07233566
10-Aug-1999,0.003380703,0.169569627,0.003615089,0.002283593,0.00102608,0.070181398
11-Aug-1999,0.003186473,0.213460076,0.00401417,0.002100454,0.001026976,0.084106225
12-Aug-1999,0.002856059,0.147439836,0.004338828,0.002012491,0.001043088,0.059233033
13-Aug-1999,0.002846177,0.119221125,0.004332871,0.001862611,0.000968478,0.058748062
