Dates,beta_1,beta_2,beta_3,beta_4,beta_5
16-may-03,0.207006933,-0.063094329,0.170281175,-0.00888786,-0.014477002
19-may-03,0.209886033,-0.02728964,0.168848409,-0.006016027,-0.014124706
20-may-03,0.21182272,-0.016331828,0.173522736,-0.003020957,-0.01307983
21-may-03,0.213198557,-0.020777608,0.177963462,-0.00255915,-0.01289216
22-may-03,0.213637167,-0.043616846,0.178878249,-0.004157849,-0.013354322
23-may-03,0.212458666,-0.052635916,0.179124688,-0.005356554,-0.013726398
27-may-03,0.20694674,-0.029094731,0.18085586,-0.005504868,-0.011417846
28-may-03,0.205235096,-0.027166106,0.181964222,-0.003514315,-0.012783488
29-may-03,0.205033743,-0.023350368,0.180792555,-0.004038161,-0.012491028
30-may-03,0.202530856,-0.033119123,0.179985495,-0.005534369,-0.013339422
02-jun-03,0.198894323,-0.01071687,0.177210622,-0.00766921,-0.013712054
03-jun-03,0.19809681,-0.009335408,0.177684057,-0.009707585,-0.013127601
04-jun-03,0.195898505,-0.009774589,0.179150041,-0.009569884,-0.013436442
05-jun-03,0.196230203,-0.007294242,0.177164428,-0.01063154,-0.013587192
06-jun-03,0.197551729,-0.004934923,0.176755978,-0.008781302,-0.016672487
09-jun-03,0.198219303,0.011667523,0.174945278,-0.007635951,-0.017437285
10-jun-03,0.196687398,-0.009774885,0.17300832,-0.007475352,-0.017049744
11-jun-03,0.193139048,-0.009940647,0.175782558,-0.009652661,-0.015125478
12-jun-03,0.193905443,-0.011213582,0.172119783,-0.010530496,-0.017385285
13-jun-03,0.194863616,-0.004269849,0.173078869,-0.010013538,-0.015894395
16-jun-03,0.190420033,-0.011630612,0.17792723,-0.00948711,-0.017292133
17-jun-03,0.191606719,-0.014384612,0.180244347,-0.006884319,-0.018621944
18-jun-03,0.191226164,-0.017145697,0.183562174,-0.008863031,-0.018175989
19-jun-03,0.191448178,-0.018002507,0.183245504,-0.007490186,-0.019507854
20-jun-03,0.188133792,-0.017488389,0.187495488,-0.008708269,-0.01831305
23-jun-03,0.191196374,-0.003752016,0.184019404,-0.0055956,-0.018506483
24-jun-03,0.193276152,-0.002598031,0.184359761,-0.00392209,-0.018735891
25-jun-03,0.194478499,-0.006710386,0.19257865,-0.003849571,-0.018611507
26-jun-03,0.194707898,-0.025940989,0.18935074,-0.005967775,-0.020241383
27-jun-03,0.197698431,-0.033594633,0.190757502,-0.005640337,-0.018696677
30-jun-03,0.197356147,-0.022875004,0.187512296,-0.004445001,-0.019604563
01-jul-03,0.197674879,-0.033014734,0.184946576,-0.005334566,-0.021744731
02-jul-03,0.197439591,-0.037470286,0.182352392,-0.00635776,-0.022498238
03-jul-03,0.198080162,-0.029537565,0.185734221,-0.002999472,-0.01897214
07-jul-03,0.192329392,-0.009042966,0.183408379,-0.001856445,-0.021115942
08-jul-03,0.194077613,-0.024456719,0.179848427,-0.001717783,-0.021839521
09-jul-03,0.195953664,-0.035506277,0.178988477,-0.007936867,-0.02039006
10-jul-03,0.197465899,-0.031333078,0.176432935,-0.008351108,-0.018185394
11-jul-03,0.197072178,-0.042906406,0.175647403,-0.007708087,-0.019297195
14-jul-03,0.193906379,-0.025245198,0.176525349,-0.005151267,-0.019826331
15-jul-03,0.195260633,-0.026864868,0.176422862,-0.005554334,-0.019197061
16-jul-03,0.195483413,-0.019968467,0.176164174,-0.00494311,-0.018866484
17-jul-03,0.196355951,-0.016476058,0.181880644,-0.005571387,-0.019346518
18-jul-03,0.194790367,-0.03128179,0.182963947,-0.003211664,-0.020759047
21-jul-03,0.19663268,-0.022717405,0.181836434,-0.002247196,-0.020964079
22-jul-03,0.196374447,-0.031802631,0.180703305,-0.00191083,-0.020388362
23-jul-03,0.196545422,-0.040508854,0.182245399,-0.001321932,-0.022295165
24-jul-03,0.197488796,-0.039668977,0.182650306,0.001509247,-0.022216914
25-jul-03,0.195435894,-0.050090254,0.183971713,0.001623015,-0.023475948
28-jul-03,0.193243287,-0.036774637,0.186868039,0.005014378,-0.023625142
29-jul-03,0.195383095,-0.037650983,0.183439926,0.006409976,-0.025109989
30-jul-03,0.19529278,-0.032247536,0.1849852,0.005837127,-0.024342533
31-jul-03,0.195459294,-0.019615006,0.184278053,0.005983011,-0.022899234
01-Aug-2003,0.200532761,-0.008525297,0.187677666,0.00579121,-0.021203735
04-Aug-2003,0.202220126,-0.004603319,0.19437545,0.004461804,-0.020019391
05-Aug-2003,0.206222795,0.017908813,0.201518523,0.003140879,-0.017307624
06-Aug-2003,0.207779894,-0.003023667,0.202305351,0.004387242,-0.0196584
07-Aug-2003,0.205497574,-0.019982659,0.197438586,0.00312225,-0.020504191
08-Aug-2003,0.203674642,-0.025948925,0.195426798,0.000284438,-0.020433481
11-Aug-2003,0.203243288,-0.024152639,0.192620032,-0.001980209,-0.019324003
12-Aug-2003,0.201183294,-0.044708513,0.189848419,-0.002425847,-0.020058535
13-Aug-2003,0.202143129,-0.039840866,0.189547291,-0.002873217,-0.019131083
14-Aug-2003,0.202140429,-0.042976317,0.194020675,-0.003110713,-0.0191466
15-Aug-2003,0.205292007,-0.053654287,0.191673036,-0.004231373,-0.021510641
18-Aug-2003,0.203613129,-0.054366453,0.192839403,-0.00586024,-0.021812866
19-Aug-2003,0.20303566,-0.058317168,0.192084148,-0.009877937,-0.02200838
20-Aug-2003,0.205448709,-0.064276353,0.193753717,-0.00926868,-0.021028567
21-Aug-2003,0.202710328,-0.060367521,0.192343565,-0.009884088,-0.021472863
22-Aug-2003,0.203318897,-0.050496264,0.190528401,-0.009322227,-0.020201802
25-Aug-2003,0.202867969,-0.038918335,0.188477723,-0.008520992,-0.019433062
26-Aug-2003,0.204695552,-0.040012908,0.190929141,-0.007952327,-0.018914498
27-Aug-2003,0.20672735,-0.050396386,0.192769276,-0.00667768,-0.019770856
28-Aug-2003,0.20583761,-0.058931027,0.194968081,-0.006501351,-0.021615944
29-Aug-2003,0.203915809,-0.057549037,0.193842111,-0.005943643,-0.022586022
02-sep-03,0.199579754,-0.045614414,0.190821843,-0.011171711,-0.022179744
03-sep-03,0.199650661,-0.039565343,0.18635418,-0.01248419,-0.020865367
04-sep-03,0.201604689,-0.055423376,0.184367622,-0.014719353,-0.021029361
05-sep-03,0.203611944,-0.070117258,0.18330712,-0.014071669,-0.021139435
08-sep-03,0.201310403,-0.060336587,0.185607111,-0.011086867,-0.020202397
09-sep-03,0.200779212,-0.048192663,0.184812284,-0.011960444,-0.020361354
10-sep-03,0.202331872,-0.02981954,0.184927823,-0.012344094,-0.019148789
11-sep-03,0.205476947,-0.04772821,0.188608157,-0.012861076,-0.018547696
12-sep-03,0.204662828,-0.05013394,0.188441866,-0.011249586,-0.019659529
15-sep-03,0.204278633,-0.039372486,0.190812519,-0.00863339,-0.018358278
16-sep-03,0.203351225,-0.059043519,0.188232785,-0.009480756,-0.020617994
17-sep-03,0.20254327,-0.056932865,0.18725073,-0.011118199,-0.020178645
18-sep-03,0.200914912,-0.06594115,0.188339859,-0.011076983,-0.021666038
19-sep-03,0.201235706,-0.066879964,0.192704311,-0.011048504,-0.020596658
22-sep-03,0.202463201,-0.039562752,0.190838672,-0.007400251,-0.020130775
23-sep-03,0.203536956,-0.046058247,0.194599659,-0.007165282,-0.020020745
24-sep-03,0.206663031,-0.022039814,0.196193435,-0.004689814,-0.021018705
25-sep-03,0.209420146,-0.011978809,0.203464012,-0.005361641,-0.019994897
26-sep-03,0.213260935,-0.017957779,0.200827923,-0.002925694,-0.020965158
29-sep-03,0.2107563,-0.023761358,0.201768817,-0.00405473,-0.020455794
30-sep-03,0.212759151,-0.008218228,0.199652893,-0.003123173,-0.020089027
01-oct-03,0.207940365,-0.027399219,0.199854299,-0.004391155,-0.020301483
02-oct-03,0.207396196,-0.031734982,0.198038793,-0.003269364,-0.021080427
03-oct-03,0.205643185,-0.048252021,0.198444434,-0.004055875,-0.021640297
06-oct-03,0.2011568,-0.03798539,0.197236324,-0.007561767,-0.02132631
07-oct-03,0.198499752,-0.034971239,0.199471354,-0.008117614,-0.02020064
08-oct-03,0.200823297,-0.0454081,0.195430313,-0.0078082,-0.02049182
09-oct-03,0.199237471,-0.047451198,0.195077739,-0.006996609,-0.020768302
10-oct-03,0.199371523,-0.056442171,0.193066041,-0.00869557,-0.022435199
13-oct-03,0.198946488,-0.059502105,0.197426205,-0.007608067,-0.021973219
14-oct-03,0.197840348,-0.06095559,0.2020997,-0.006001066,-0.023592154
15-oct-03,0.196824259,-0.058068613,0.206115204,-0.003870875,-0.02461884
16-oct-03,0.196040714,-0.063814493,0.204177999,-0.004483167,-0.025747783
17-oct-03,0.19618952,-0.057060615,0.205239954,-0.003767255,-0.025041888
20-oct-03,0.194828883,-0.065955307,0.202507024,-0.00574873,-0.025434011
21-oct-03,0.19349601,-0.07531255,0.208172246,-0.003864054,-0.027256664
22-oct-03,0.195454375,-0.057390062,0.203602129,-0.002703635,-0.026958702
23-oct-03,0.193840387,-0.057378157,0.212708769,-0.001464963,-0.026596001
24-oct-03,0.19511384,-0.05845652,0.20571476,-0.003674594,-0.027093762
27-oct-03,0.194177988,-0.054841178,0.20725727,-0.002489007,-0.025991079
28-oct-03,0.190792245,-0.070269221,0.21081455,-0.002454629,-0.028015373
29-oct-03,0.188846332,-0.073222205,0.209309868,-0.001306796,-0.030373029
30-oct-03,0.187959423,-0.071887645,0.203603845,-0.002025993,-0.031139217
31-oct-03,0.185030501,-0.075681206,0.207047378,-0.003117364,-0.031401408
03-nov-03,0.181586494,-0.057422021,0.210849694,-0.002259831,-0.029911787
04-nov-03,0.182362856,-0.059037329,0.205671778,-0.00343706,-0.031021448
05-nov-03,0.181521535,-0.051998223,0.201732226,-0.004785161,-0.030427004
06-nov-03,0.181978893,-0.054980038,0.200595467,-0.00439638,-0.030206305
07-nov-03,0.18141182,-0.051668835,0.205317336,-0.004199664,-0.029405452
10-nov-03,0.178752565,-0.031704584,0.204260202,-0.007743667,-0.027989952
11-nov-03,0.179693205,-0.034320376,0.203818494,-0.008428254,-0.027048606
12-nov-03,0.182153865,-0.063315722,0.204478786,-0.008930957,-0.029294132
13-nov-03,0.181170274,-0.066931283,0.204859191,-0.010538515,-0.031008133
14-nov-03,0.181948756,-0.061201724,0.208845996,-0.008259363,-0.031051783
17-nov-03,0.18301694,-0.038594286,0.208955717,-0.009885287,-0.02928683
18-nov-03,0.183814013,-0.028916716,0.208691188,-0.007679909,-0.028432193
19-nov-03,0.181673946,-0.028548288,0.211844104,-0.006962795,-0.028514651
20-nov-03,0.184366347,-0.02479543,0.214311062,-0.007451499,-0.027743788
21-nov-03,0.184254997,-0.02767588,0.211227084,-0.01078923,-0.023718261
24-nov-03,0.182227267,-0.049046259,0.213697971,-0.01108246,-0.021987212
25-nov-03,0.179029739,-0.054935074,0.211409103,-0.014015254,-0.022516828
26-nov-03,0.179079152,-0.062678141,0.212523892,-0.015657433,-0.022212262
28-nov-03,0.179334732,-0.057974435,0.210663243,-0.014040086,-0.022511819
01-Dec-2003,0.175099142,-0.044624671,0.210443066,-0.016309327,-0.02401225
02-Dec-2003,0.177480089,-0.052320303,0.207684236,-0.014250136,-0.025231564
03-Dec-2003,0.177574181,-0.045607375,0.206388294,-0.011682789,-0.025908468
04-Dec-2003,0.176264325,-0.04793621,0.207359887,-0.011363749,-0.02640447
05-Dec-2003,0.177154132,-0.041418932,0.207576616,-0.012858394,-0.025848162
08-Dec-2003,0.175180127,-0.042511073,0.209313144,-0.008454332,-0.02640692
09-Dec-2003,0.176525983,-0.029105903,0.20984727,-0.008319666,-0.025489411
10-Dec-2003,0.178832558,-0.034144679,0.209025872,-0.007280576,-0.024865667
11-Dec-2003,0.178029264,-0.051328064,0.208738632,-0.008885663,-0.026322861
12-Dec-2003,0.174107382,-0.049823083,0.211627593,-0.008633274,-0.027124508
15-Dec-2003,0.172125483,-0.031157587,0.212162923,-0.008640811,-0.024884817
16-Dec-2003,0.169867762,-0.050007736,0.215089674,-0.010935286,-0.027619437
17-Dec-2003,0.169263151,-0.05672681,0.21217658,-0.010832286,-0.029691905
18-Dec-2003,0.166008585,-0.038111437,0.214050095,-0.012825153,-0.029662318
19-Dec-2003,0.165679808,-0.036050855,0.217826269,-0.013439659,-0.029947964
22-Dec-2003,0.161976037,-0.027540514,0.214872999,-0.018566312,-0.031873871
23-Dec-2003,0.160230443,-0.029035349,0.219628264,-0.0192366,-0.031470974
24-Dec-2003,0.159585495,-0.025002758,0.219485579,-0.018764298,-0.031440884
26-Dec-2003,0.160398725,-0.013330356,0.219916264,-0.01839154,-0.028935092
29-Dec-2003,0.160296234,-0.019089894,0.216517431,-0.017685094,-0.03161424
30-Dec-2003,0.159466352,-0.006389534,0.213289972,-0.019174615,-0.028983966
31-Dec-2003,0.160792609,0.000492961,0.212415051,-0.019180689,-0.027572273
02-Jan-2004,0.161904795,0.000129409,0.209083057,-0.017220484,-0.025815975
05-Jan-2004,0.161484551,-0.009167503,0.210865806,-0.0177494,-0.026197086
06-Jan-2004,0.15715157,-0.023910192,0.210581793,-0.021345056,-0.02944211
07-Jan-2004,0.14994072,-0.019683,0.211014837,-0.021830898,-0.034405703
08-Jan-2004,0.139525553,0.000771471,0.213465889,-0.02118687,-0.036611061
09-Jan-2004,0.147368567,0.001516905,0.216246806,-0.019181276,-0.034523569
12-Jan-2004,0.148771487,0.000334,0.21336465,-0.019151255,-0.033672394
13-Jan-2004,0.152722026,0.006193618,0.214889498,-0.016959538,-0.032664882
14-Jan-2004,0.153128739,-0.004323513,0.214524662,-0.017192803,-0.033309259
15-Jan-2004,0.152808601,-0.020656585,0.214204631,-0.018751346,-0.036759415
16-Jan-2004,0.153360413,-0.030563596,0.217684577,-0.020956962,-0.037734799
20-Jan-2004,0.151986332,-0.026468779,0.21799145,-0.019791828,-0.04093016
21-Jan-2004,0.150554443,-0.038191043,0.21971942,-0.020407369,-0.045772277
22-Jan-2004,0.153769822,-0.038898457,0.218510018,-0.018418223,-0.045175727
23-Jan-2004,0.155643387,-0.039184117,0.220064272,-0.015302405,-0.043742979
26-Jan-2004,0.154805373,-0.046073529,0.222015532,-0.013530127,-0.04455265
27-Jan-2004,0.157443253,-0.037778694,0.222325563,-0.011135811,-0.044570042
28-Jan-2004,0.160193318,-0.018247684,0.222387781,-0.010914847,-0.037488948
29-Jan-2004,0.167444301,-0.027673224,0.228598339,-0.006324036,-0.036841934
30-Jan-2004,0.168701035,-0.03834606,0.23070327,-0.005237252,-0.038649154
02-feb-04,0.167023299,-0.029775328,0.232673156,-0.005236242,-0.03971444
03-feb-04,0.171293066,-0.034009932,0.239842522,-0.001945662,-0.039151208
04-feb-04,0.174093103,-0.029226358,0.243329166,0.001743494,-0.039825461
05-feb-04,0.174666577,-0.034593502,0.244631452,0.003543711,-0.040922816
06-feb-04,0.171948144,-0.05666162,0.247839357,0.002744796,-0.045075298
09-feb-04,0.16994161,-0.047166304,0.244284563,0.003117415,-0.046027976
10-feb-04,0.169644775,-0.05398413,0.248141288,0.001481607,-0.045779608
11-feb-04,0.165723031,-0.051404278,0.24964226,0.003020949,-0.047421514
12-feb-04,0.167122774,-0.054430047,0.249597416,-4.69E-05,-0.048451108
13-feb-04,0.168428886,-0.051773582,0.246986928,0.001303051,-0.049346194
17-feb-04,0.166026915,-0.04981506,0.246286892,0.0022808,-0.04975271
18-feb-04,0.16747064,-0.049269602,0.247195954,0.005277226,-0.047963578
19-feb-04,0.169618801,-0.049449368,0.247464866,0.006165949,-0.046887372
20-feb-04,0.170569625,-0.049843466,0.249328677,0.006797579,-0.04479222
23-feb-04,0.172026798,-0.048773051,0.249190133,0.006001939,-0.04413384
24-feb-04,0.17491973,-0.05950099,0.249535084,0.007124803,-0.043253545
25-feb-04,0.173015527,-0.069769855,0.249219756,0.007277733,-0.045685995
26-feb-04,0.175282262,-0.077640762,0.248988232,0.008168286,-0.047595972
27-feb-04,0.173161773,-0.07965704,0.247610278,0.008237075,-0.049364228
01-mar-04,0.170678413,-0.074308425,0.247456003,0.008868207,-0.049427441
02-mar-04,0.169787433,-0.068619954,0.246055459,0.008545588,-0.048991836
03-mar-04,0.170283379,-0.070099737,0.245441161,0.00648157,-0.04867338
04-mar-04,0.167295982,-0.066977255,0.245733549,0.006172799,-0.04935568
05-mar-04,0.169747444,-0.072369901,0.24392367,0.005757284,-0.050630901
08-mar-04,0.169293,-0.043484853,0.247675999,0.009199008,-0.043367836
09-mar-04,0.174010091,-0.036575047,0.246818456,0.007792435,-0.039536166
10-mar-04,0.177189867,-0.023854716,0.253123352,0.009611389,-0.040042376
11-mar-04,0.17945519,0.010140176,0.25264271,0.016105207,-0.037005056
12-mar-04,0.175590689,-0.020834963,0.251585153,0.013705985,-0.040099741
15-mar-04,0.179749709,0.017355754,0.248989762,0.012350455,-0.034443868
16-mar-04,0.183083837,0.000297644,0.245539284,0.010274778,-0.03233082
17-mar-04,0.181711648,-0.033762843,0.24704457,0.007583585,-0.033904203
18-mar-04,0.184303898,-0.035372274,0.247773174,0.007090451,-0.034039221
19-mar-04,0.187702075,-0.028739019,0.254982128,0.008070547,-0.030064547
22-mar-04,0.193201758,-2.36E-05,0.254857825,0.013466631,-0.026531681
23-mar-04,0.195086992,-0.018444215,0.258198052,0.014597869,-0.026388142
24-mar-04,0.198012566,-0.032817452,0.251636828,0.01355884,-0.027687152
25-mar-04,0.194848631,-0.060881483,0.255112999,0.014907198,-0.028334145
26-mar-04,0.191429638,-0.064454857,0.252817253,0.016890292,-0.031014139
29-mar-04,0.186509503,-0.066458885,0.251802175,0.015252408,-0.03263546
30-mar-04,0.185122339,-0.06808145,0.253961571,0.013919977,-0.032702722
31-mar-04,0.183662373,-0.054053502,0.254755827,0.015605287,-0.031735529
01-Apr-2004,0.182761913,-0.055569769,0.252783342,0.013346023,-0.03416312
02-Apr-2004,0.182598811,-0.077543755,0.253663081,0.013103954,-0.035853018
05-Apr-2004,0.1793398,-0.081114119,0.258395248,0.014000561,-0.036245059
06-Apr-2004,0.179898084,-0.072948422,0.260994572,0.015110705,-0.036908956
07-Apr-2004,0.185228047,-0.07882694,0.255330689,0.016966016,-0.03892924
08-Apr-2004,0.186467424,-0.075573271,0.25614529,0.016824305,-0.03763817
12-Apr-2004,0.185729285,-0.078599743,0.259339865,0.018174759,-0.036969076
13-Apr-2004,0.189527462,-0.059276551,0.260795571,0.019728293,-0.035258921
14-Apr-2004,0.186542688,-0.067633954,0.255742876,0.019986955,-0.037256514
15-Apr-2004,0.186794293,-0.075796688,0.263920842,0.022090064,-0.035578114
16-Apr-2004,0.187096838,-0.086266739,0.262625238,0.021548268,-0.038630596
19-Apr-2004,0.186623898,-0.08184911,0.265827896,0.022889779,-0.040050911
20-Apr-2004,0.189400652,-0.065167105,0.268917538,0.025846693,-0.038330818
21-Apr-2004,0.189094882,-0.080755655,0.267253343,0.02919988,-0.041377463
22-Apr-2004,0.186215252,-0.094847974,0.271060723,0.028313177,-0.044106386
23-Apr-2004,0.185615754,-0.103800874,0.267809996,0.029141308,-0.047260208
26-Apr-2004,0.185142853,-0.08935928,0.261288908,0.029406642,-0.048241092
27-Apr-2004,0.18365498,-0.084127453,0.261381608,0.027656032,-0.045217479
28-Apr-2004,0.187666548,-0.066685278,0.258757225,0.03153579,-0.042093175
29-Apr-2004,0.191831553,-0.066843279,0.259136758,0.03501894,-0.039333651
30-Apr-2004,0.192323216,-0.062180376,0.262326962,0.037966215,-0.038581336
03-may-04,0.18801863,-0.062134249,0.265086618,0.03750392,-0.03931639
04-may-04,0.187316532,-0.064040769,0.271987508,0.039246203,-0.040613065
05-may-04,0.185234856,-0.068956487,0.26743871,0.042111894,-0.043724747
06-may-04,0.185136467,-0.047064239,0.269098623,0.041841789,-0.040503588
07-may-04,0.187657706,-0.032796308,0.276023687,0.044207474,-0.036927955
10-may-04,0.184976872,-7.88E-05,0.277123776,0.04485851,-0.033706725
11-may-04,0.181424276,-0.012964692,0.276538938,0.039453529,-0.033102193
12-may-04,0.186046887,-0.032749433,0.264583082,0.040168627,-0.034368724
13-may-04,0.186400519,-0.027367696,0.266839475,0.038969336,-0.031266463
14-may-04,0.186173388,-0.030590281,0.264331653,0.035906397,-0.031168855
17-may-04,0.187100603,-0.003450922,0.257423959,0.033272333,-0.027865766
18-may-04,0.185730117,-0.015241089,0.259508605,0.031608278,-0.026163152
19-may-04,0.188177522,-0.02746388,0.263737686,0.030304937,-0.025841456
20-may-04,0.187520124,-0.02771486,0.254770527,0.029490605,-0.02826512
21-may-04,0.187381988,-0.031846226,0.254536163,0.030083518,-0.028570646
24-may-04,0.185449624,-0.035664206,0.248936044,0.026014662,-0.028111974
25-may-04,0.182813029,-0.065643887,0.251671792,0.024565264,-0.029285416
26-may-04,0.181025976,-0.061935759,0.244639832,0.017922371,-0.029640498
27-may-04,0.180648429,-0.073760749,0.242725297,0.012473912,-0.028443836
28-may-04,0.179966087,-0.068322943,0.242904189,0.010522239,-0.025355371
01-jun-04,0.178251675,-0.05045497,0.241954752,0.00739648,-0.023945259
02-jun-04,0.1785834,-0.055559019,0.240076393,0.007690063,-0.023601472
03-jun-04,0.181134243,-0.041000742,0.243151982,0.011377745,-0.023227632
04-jun-04,0.185993652,-0.06188857,0.241442101,0.008853102,-0.024538528
07-jun-04,0.179909806,-0.068295829,0.241470511,0.004310952,-0.02570482
08-jun-04,0.177057447,-0.077056768,0.239906078,-0.005005528,-0.025130678
09-jun-04,0.181710488,-0.076345804,0.239392283,0.005577091,-0.024209732
10-jun-04,0.179867967,-0.082980954,0.242713768,0.011505406,-0.024770123
14-jun-04,0.179287168,-0.059065207,0.244419888,0.012652146,-0.024504646
15-jun-04,0.178662966,-0.071089562,0.242444291,0.015847906,-0.0257224
16-jun-04,0.173065896,-0.065736759,0.247181921,0.009323407,-0.027230841
17-jun-04,0.175119521,-0.065450278,0.249847597,0.012330423,-0.02936757
18-jun-04,0.172441516,-0.061015607,0.251296042,0.013245296,-0.029647365
21-jun-04,0.17302406,-0.060278934,0.252151108,0.014999551,-0.031326008
22-jun-04,0.172083619,-0.072320699,0.251984202,0.015658133,-0.034272772
23-jun-04,0.167300358,-0.072066384,0.252708346,0.013380277,-0.037148898
24-jun-04,0.171128501,-0.067298679,0.2533277,0.012304327,-0.038134192
25-jun-04,0.173168329,-0.062643998,0.253560848,0.015523356,-0.038512918
28-jun-04,0.172512312,-0.045847942,0.257532995,0.018065753,-0.03523137
29-jun-04,0.170647859,-0.053108157,0.257841205,0.019159809,-0.036158264
30-jun-04,0.171476165,-0.071127642,0.258436581,0.021257466,-0.037251401
01-jul-04,0.171053574,-0.056628529,0.263278357,0.021292742,-0.037668326
02-jul-04,0.175902541,-0.069497086,0.262471815,0.023595929,-0.041419573
06-jul-04,0.175195729,-0.044490249,0.266094349,0.027484003,-0.040339563
07-jul-04,0.180368105,-0.064625301,0.267696268,0.029283344,-0.03896218
08-jul-04,0.181733828,-0.052215992,0.264965915,0.031544444,-0.038568344
09-jul-04,0.182969451,-0.061365725,0.266832364,0.031064498,-0.037740241
12-jul-04,0.182659674,-0.057120034,0.268890753,0.029235367,-0.036850817
13-jul-04,0.181905311,-0.065950093,0.269574622,0.03066022,-0.03740511
14-jul-04,0.18353036,-0.071440061,0.269701108,0.031496542,-0.038532267
15-jul-04,0.184036367,-0.065702256,0.273765119,0.031062636,-0.037878028
16-jul-04,0.184580554,-0.072236445,0.269632529,0.032221575,-0.039726347
19-jul-04,0.186258196,-0.069035708,0.273387039,0.030706453,-0.038261855
20-jul-04,0.184231973,-0.082357955,0.266340333,0.031725285,-0.040578424
21-jul-04,0.189134199,-0.060112391,0.272594578,0.030682235,-0.036293338
22-jul-04,0.187410593,-0.06865329,0.273613307,0.032227852,-0.036223402
23-jul-04,0.189010627,-0.056137142,0.27208314,0.032070029,-0.035616729
26-jul-04,0.18978322,-0.050009279,0.272439915,0.031015832,-0.033573756
27-jul-04,0.187174223,-0.062303292,0.274075147,0.029666997,-0.03314695
28-jul-04,0.187807272,-0.070451825,0.270232766,0.028660176,-0.034782462
29-jul-04,0.186060466,-0.07689755,0.267963757,0.028946074,-0.036788638
30-jul-04,0.185768698,-0.080837364,0.268364773,0.029884811,-0.036765569
02-Aug-2004,0.184170745,-0.080173147,0.271014928,0.028837323,-0.037274168
03-Aug-2004,0.183963169,-0.068359573,0.273531363,0.028715008,-0.036183155
04-Aug-2004,0.18438706,-0.067637634,0.272469769,0.027742714,-0.035621442
05-Aug-2004,0.18620599,-0.035547587,0.273107293,0.025739481,-0.032229166
06-Aug-2004,0.186786554,-0.021016726,0.270594255,0.023154464,-0.035877714
09-Aug-2004,0.186095696,-0.02481863,0.268386154,0.024741298,-0.030604746
10-Aug-2004,0.184725435,-0.0495883,0.27084895,0.024657352,-0.029899879
11-Aug-2004,0.185767848,-0.039530177,0.266038713,0.02670249,-0.029370365
12-Aug-2004,0.188559665,-0.026060849,0.262586428,0.025823778,-0.029013497
13-Aug-2004,0.191833011,-0.045747384,0.260438057,0.026460772,-0.029570803
16-Aug-2004,0.190136237,-0.052984706,0.265376483,0.027715205,-0.028284515
17-Aug-2004,0.189810846,-0.060100777,0.261136677,0.028137091,-0.032151829
18-Aug-2004,0.18676985,-0.06617672,0.262609162,0.030277905,-0.034198904
19-Aug-2004,0.18818506,-0.060586623,0.262568418,0.028526146,-0.033228599
20-Aug-2004,0.187906779,-0.074234258,0.25949786,0.026555547,-0.035460128
23-Aug-2004,0.185073107,-0.070915316,0.256533573,0.022944031,-0.0355253
24-Aug-2004,0.184974934,-0.080519138,0.251653825,0.022134879,-0.036596531
25-Aug-2004,0.182556549,-0.083462669,0.253828316,0.020642502,-0.034625342
26-Aug-2004,0.18236132,-0.083923445,0.254046217,0.019653947,-0.035458104
27-Aug-2004,0.181347176,-0.084913532,0.251288835,0.019557132,-0.036982888
30-Aug-2004,0.180203057,-0.06656776,0.250903195,0.021508898,-0.036274733
31-Aug-2004,0.179295027,-0.069768901,0.251664766,0.019092807,-0.035539847
01-sep-04,0.177438045,-0.07331724,0.249165563,0.018186681,-0.036511181
02-sep-04,0.174754879,-0.077373642,0.246946479,0.014830853,-0.0366076
03-sep-04,0.176060652,-0.086592287,0.243750972,0.017000837,-0.036942331
07-sep-04,0.174029709,-0.07890759,0.247306885,0.015528515,-0.035042519
08-sep-04,0.17766408,-0.091995128,0.240120896,0.015832243,-0.035575082
09-sep-04,0.176355576,-0.094292772,0.245101722,0.017115577,-0.034666818
10-sep-04,0.175785571,-0.097714184,0.247737374,0.015990388,-0.035131337
13-sep-04,0.172272126,-0.095093232,0.242868297,0.01516986,-0.039889326
14-sep-04,0.170565433,-0.091007514,0.242959711,0.01201396,-0.041580535
15-sep-04,0.169761895,-0.072838806,0.244073639,0.01330814,-0.041416703
16-sep-04,0.170357016,-0.072247231,0.246840505,0.016175389,-0.039254586
17-sep-04,0.169087232,-0.079983641,0.246211327,0.015647918,-0.040444724
20-sep-04,0.170915607,-0.075193772,0.247467709,0.01677117,-0.040731146
21-sep-04,0.166658975,-0.078804376,0.250253081,0.015289064,-0.040671785
22-sep-04,0.16890851,-0.064752706,0.247045962,0.015801738,-0.038926292
23-sep-04,0.169639807,-0.062907381,0.249588019,0.019957692,-0.038353815
24-sep-04,0.171355589,-0.07734109,0.245565058,0.021161255,-0.042041552
27-sep-04,0.170535802,-0.066445966,0.243549176,0.018253028,-0.040909005
28-sep-04,0.167631994,-0.075592892,0.247035827,0.018845623,-0.040555546
29-sep-04,0.168171709,-0.085752954,0.248232972,0.022170784,-0.042549806
30-sep-04,0.166149234,-0.078763077,0.248946762,0.026173007,-0.043847163
01-oct-04,0.158427677,-0.075018191,0.249775414,0.020583047,-0.047164341
04-oct-04,0.156691965,-0.059084098,0.250039433,0.020942695,-0.049543983
